label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-4ff871fb69fe2ee8,Canvas,Canvas,,Canvas; PU Leather,,accepted,reviewed,Codex independent material gold reviewer,"PU Leather explicitly identifies physical material of canvas/wall-art product, not depicted subject; preserve PU Leather specificity, no genuine leather inference."
gold-503ed78eb14e5a99,Framed Print,Framed Print,Framed,,Glitter; High Gloss,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-5041176d05c22b1e,Plaque,Plaque,Die-Cut,MDF,Engraved,accepted,reviewed,Codex independent catalog reviewer,Engraved directly qualifies physical MDF Plaque before the artwork/logo clause; explicit process is not inferred from drawing.
gold-5068d5318197a7ba,Wall Art,Wall Art,Hanging,Fabric,,accepted,reviewed,Codex independent catalog reviewer,Same physical hanging fabric wall art phrase across17source descriptions. Canonical noun Wall Art with Hanging construction preserves all semantics; licensor/scene/size does not justify separate type. Matches11same-phrase peers.
gold-50b284ad260c6cda,Message Box,Message Box,,,LED,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-50c0bea542995c5c,MDF Box,MDF Box,Slotted,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-51879bd94075b059,Jewelry Box,Jewelry Box,Snap Closure,,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-5189d99f9d8da144,Planter with Photo Frame,Planter with Photo Frame,,Ceramic,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-51fbf1e58c5da1cf,Glass Art,Glass Art,,Glass,Dust,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-5238ad6cdba89e4b,Storage Cube,Storage Cube,Straight,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-525a009a20395b0c,Pinboard,Pinboard,,Fabric,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-52b7f7252a211ee9,Framed Print,Framed Print,Framed,MDF,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-52deb6e4572f9b99,Decorative Word,Decorative Word,,MDF,High Gloss,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-52e776b17e503861,Pencil Cup,Pencil Cup,,Resin,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-52f520c800be20ae,Desktop Organizer,Desktop Organizer,Set,,,accepted,reviewed,Codex independent product-type gold reviewer,"Desk or desktop organizer is explicit; stationery use is not. Licensor, property, style name, compartment count, and accessories do not narrow the product type."
gold-533c5ba32322a624,Shelf,Shelf,Folding,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-534dc5f94d3d14bd,Porch Leaner,Porch Leaner,,,Foil,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-536b0123d75129c4,Storage Chest,Storage Chest,Domed,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-53fa2eb29e814eec,Mat,Mat,,Coir,Embossed,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-540f88130d94e253,Wall Art,Wall Art,Molded,Felt,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-54439d88684e7807,Lenticular Art,Lenticular Art,,MDF,,accepted,reviewed,Codex primary implementer,Lenticular product and MDF stated; 1 MDF does not prove a frame.
gold-5446165eeb745df3,Wall Shelf,Wall Shelf,,Rattan,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-547c1c3f2073e40b,Framed Glass Shadowbox,Framed Glass Shadowbox,Framed,Glass; Wood,,accepted,reviewed,Codex independent construction gold reviewer,"Source title explicitly names a physical frame belonging to the shadowbox; artwork, licensor, property, color and size do not determine product type."
gold-54915277afc4d9b0,Guitar Hook,Guitar Hook,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-5499fd23e235f948,Bunting,Bunting,,Felt,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-54a495486efe7b1c,Glass Art,Glass Art,,Glass,Textured,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-54d5f9886dd7c995,File Organizer,File Organizer,Mesh,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-551248e29da47172,Perpetual Calendar,Perpetual Calendar,Block; Domed,MDF,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-55426184bc9f6984,Corkboard,Corkboard,Die-Cut,Cork; MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-55846984b4526669,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass; Yarn,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-55e6e438574843be,Dimensional Decor,Dimensional Decor,,Seagrass,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-560016d70190691b,Lap Desk,Lap Desk,,,Dry-Erase,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-560c9a7aa515b455,Box Shelf,Box Shelf,Nested,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-5620fbf0acba48ef,Plaque,Plaque,Set,,,accepted,reviewed,Codex independent construction gold reviewer,"An explicit multi-piece/set count describes the physical products, not artwork."
gold-5635e338878984bb,Wall Art,Wall Art,Framed,MDF,,accepted,reviewed,Codex independent material gold reviewer,"Frame or framed explicitly describes physical wall art, sign, or mirror rather than artwork scene."
gold-56f5dabad5f9cd36,Block,Block,,Ceramic,Foil,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-571dde27e5425556,Framed Canvas,Framed Canvas,Floating Frame; Matted,Canvas,Gold Leaf,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-57751ccd6c91da30,Hard Storage Box,Hard Storage Box,Shaped,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-57864bafa0f295e8,Canvas,Canvas,,Canvas,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-57ff2eb10d34833a,Box Frame,Box Frame,,MDF,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-582587f31de115fa,Framed Fabric Art,Framed Fabric Art,Framed; Frayed,Glass; Linen,,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-58cd28223dd41367,Clock,Clock,,,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-58e7b23033a2167f,Decorative Letter,Decorative Letter,,Greyboard,Metallic,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-590895643071a667,Tile,Tile,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-5a0006e7d778697b,Storage Hamper,Storage Hamper,Rectangular,Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-5a63224d7c1e385f,Canvas,Canvas,,Canvas,Sequins,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-5a9aa457d618bd5b,Magazine Holder,Magazine Holder,Drawer,,,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-5a9bb633317beea6,Jewelry Box,Jewelry Box,Hexagonal,,Foil,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
